transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
90135,10/05/2023,7:21:13,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
90136,10/05/2023,7:22:18,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
90137,10/05/2023,7:22:18,1,8,Hell's Kitchen,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
90138,10/05/2023,7:24:02,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
90139,10/05/2023,7:24:26,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
90140,10/05/2023,7:25:18,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
90141,10/05/2023,7:26:13,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
90142,10/05/2023,7:28:09,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
90143,10/05/2023,7:28:53,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
90144,10/05/2023,7:29:06,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90145,10/05/2023,7:29:06,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
90146,10/05/2023,7:31:14,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
90147,10/05/2023,7:32:02,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
90148,10/05/2023,7:32:13,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
90149,10/05/2023,7:32:17,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
90150,10/05/2023,7:32:34,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90151,10/05/2023,7:32:56,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90152,10/05/2023,7:33:50,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
90153,10/05/2023,7:34:07,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
90154,10/05/2023,7:34:07,1,3,Astoria,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
90155,10/05/2023,7:34:12,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
90156,10/05/2023,7:34:12,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
90157,10/05/2023,7:34:21,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
90158,10/05/2023,7:35:02,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
90159,10/05/2023,7:35:02,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90160,10/05/2023,7:35:04,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
90161,10/05/2023,7:35:04,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
90162,10/05/2023,7:35:32,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
90163,10/05/2023,7:35:32,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
90164,10/05/2023,7:35:35,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
90165,10/05/2023,7:35:41,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90166,10/05/2023,7:35:41,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
90167,10/05/2023,7:36:46,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
90168,10/05/2023,7:37:09,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
90169,10/05/2023,7:37:09,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
90170,10/05/2023,7:37:53,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
90171,10/05/2023,7:38:09,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
90172,10/05/2023,7:38:59,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
90173,10/05/2023,7:38:59,1,8,Hell's Kitchen,82,12,Branded,Housewares,I Need My Bean! Diner mug
90174,10/05/2023,7:39:18,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90175,10/05/2023,7:39:18,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
90176,10/05/2023,7:39:27,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90177,10/05/2023,7:39:52,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90178,10/05/2023,7:40:20,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90179,10/05/2023,7:40:20,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90180,10/05/2023,7:40:46,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
90181,10/05/2023,7:41:06,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
90182,10/05/2023,7:42:13,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
90183,10/05/2023,7:42:13,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90184,10/05/2023,7:42:13,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90185,10/05/2023,7:43:38,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
90186,10/05/2023,7:44:36,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
90187,10/05/2023,7:44:36,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
90188,10/05/2023,7:46:05,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
90189,10/05/2023,7:46:05,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
90190,10/05/2023,7:46:10,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
90191,10/05/2023,7:46:43,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90192,10/05/2023,7:46:53,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90193,10/05/2023,7:46:53,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
90194,10/05/2023,7:47:18,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
90195,10/05/2023,7:47:18,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
90196,10/05/2023,7:47:42,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
90197,10/05/2023,7:48:45,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
90198,10/05/2023,7:50:16,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90199,10/05/2023,7:50:34,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
90200,10/05/2023,7:51:52,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90201,10/05/2023,7:52:17,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
90202,10/05/2023,7:52:20,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
90203,10/05/2023,7:52:20,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90204,10/05/2023,7:52:20,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
90205,10/05/2023,7:52:38,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
90206,10/05/2023,7:52:49,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
90207,10/05/2023,7:52:49,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
90208,10/05/2023,7:53:05,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90209,10/05/2023,7:53:06,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90210,10/05/2023,7:53:15,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
90211,10/05/2023,7:54:14,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90212,10/05/2023,7:54:14,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
90213,10/05/2023,7:54:14,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90214,10/05/2023,7:55:01,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
90215,10/05/2023,7:55:01,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90216,10/05/2023,7:55:01,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
90217,10/05/2023,7:56:28,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
90218,10/05/2023,7:56:33,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
90219,10/05/2023,7:56:34,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
90220,10/05/2023,7:56:44,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90221,10/05/2023,7:56:44,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
90222,10/05/2023,7:57:07,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
90223,10/05/2023,7:57:07,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90224,10/05/2023,7:57:50,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
90225,10/05/2023,7:58:23,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
90226,10/05/2023,7:58:32,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90227,10/05/2023,7:59:18,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
90228,10/05/2023,8:00:10,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90229,10/05/2023,8:00:10,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
90230,10/05/2023,8:00:37,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
90231,10/05/2023,8:01:10,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90232,10/05/2023,8:01:55,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90233,10/05/2023,8:02:55,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
90234,10/05/2023,8:04:16,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90235,10/05/2023,8:04:16,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
90236,10/05/2023,8:04:38,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
90237,10/05/2023,8:04:55,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
90238,10/05/2023,8:04:55,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
90239,10/05/2023,8:05:10,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
90240,10/05/2023,8:06:09,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90241,10/05/2023,8:06:30,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
90242,10/05/2023,8:06:32,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90243,10/05/2023,8:07:40,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
90244,10/05/2023,8:07:40,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
90245,10/05/2023,8:07:45,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
90246,10/05/2023,8:07:45,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90247,10/05/2023,8:07:45,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
90248,10/05/2023,8:08:06,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
90249,10/05/2023,8:09:11,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
90250,10/05/2023,8:09:11,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
90251,10/05/2023,8:09:40,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
90252,10/05/2023,8:10:03,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
90253,10/05/2023,8:10:03,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
90254,10/05/2023,8:10:27,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90255,10/05/2023,8:11:14,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
90256,10/05/2023,8:11:28,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90257,10/05/2023,8:12:20,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
90258,10/05/2023,8:13:10,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90259,10/05/2023,8:13:10,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
90260,10/05/2023,8:13:39,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90261,10/05/2023,8:13:42,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
90262,10/05/2023,8:13:57,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
90263,10/05/2023,8:14:21,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
90264,10/05/2023,8:16:00,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90265,10/05/2023,8:16:00,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
90266,10/05/2023,8:16:15,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
90267,10/05/2023,8:16:25,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
90268,10/05/2023,8:18:07,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
90269,10/05/2023,8:18:43,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
90270,10/05/2023,8:19:26,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
90271,10/05/2023,8:19:29,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90272,10/05/2023,8:19:40,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
90273,10/05/2023,8:20:21,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
90274,10/05/2023,8:20:52,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
90275,10/05/2023,8:20:52,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90276,10/05/2023,8:20:56,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90277,10/05/2023,8:20:56,1,5,Lower Manhattan,8,45,Coffee beans,Premium Beans,Civet Cat
90278,10/05/2023,8:21:01,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
90279,10/05/2023,8:21:01,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
90280,10/05/2023,8:21:01,1,8,Hell's Kitchen,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan
90281,10/05/2023,8:21:07,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
90282,10/05/2023,8:21:07,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90283,10/05/2023,8:22:31,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
90284,10/05/2023,8:22:31,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
90285,10/05/2023,8:22:36,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
90286,10/05/2023,8:22:58,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
90287,10/05/2023,8:25:44,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
90288,10/05/2023,8:25:44,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
90289,10/05/2023,8:25:57,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
90290,10/05/2023,8:25:57,1,8,Hell's Kitchen,3,14.75,Coffee beans,Espresso Beans,Espresso Roast
90291,10/05/2023,8:26:01,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
90292,10/05/2023,8:26:01,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
90293,10/05/2023,8:26:09,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
90294,10/05/2023,8:27:02,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
90295,10/05/2023,8:28:32,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
90296,10/05/2023,8:28:32,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
90297,10/05/2023,8:28:42,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90298,10/05/2023,8:29:34,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90299,10/05/2023,8:30:03,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
90300,10/05/2023,8:30:03,1,8,Hell's Kitchen,2,18,Coffee beans,House blend Beans,Our Old Time Diner Blend
90301,10/05/2023,8:30:04,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
90302,10/05/2023,8:30:04,1,5,Lower Manhattan,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic
90303,10/05/2023,8:30:46,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
90304,10/05/2023,8:30:46,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
90305,10/05/2023,8:31:07,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
90306,10/05/2023,8:31:58,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
90307,10/05/2023,8:31:58,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
90308,10/05/2023,8:31:58,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
90309,10/05/2023,8:32:04,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
90310,10/05/2023,8:32:18,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90311,10/05/2023,8:32:18,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
90312,10/05/2023,8:32:22,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90313,10/05/2023,8:33:00,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
90314,10/05/2023,8:33:00,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
90315,10/05/2023,8:33:34,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
90316,10/05/2023,8:33:34,1,8,Hell's Kitchen,15,9.25,Loose Tea,Green tea,Serenity Green Tea
90317,10/05/2023,8:33:44,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
90318,10/05/2023,8:33:52,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
90319,10/05/2023,8:34:15,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
90320,10/05/2023,8:34:46,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
90321,10/05/2023,8:35:01,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
90322,10/05/2023,8:35:25,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
90323,10/05/2023,8:35:25,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90324,10/05/2023,8:35:38,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
90325,10/05/2023,8:37:02,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
90326,10/05/2023,8:37:11,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
90327,10/05/2023,8:37:34,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
90328,10/05/2023,8:37:34,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
90329,10/05/2023,8:37:52,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
90330,10/05/2023,8:37:56,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90331,10/05/2023,8:38:12,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
90332,10/05/2023,8:40:13,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
90333,10/05/2023,8:41:11,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
90334,10/05/2023,8:41:12,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
90335,10/05/2023,8:41:56,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90336,10/05/2023,8:42:04,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
90337,10/05/2023,8:42:18,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90338,10/05/2023,8:42:19,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
90339,10/05/2023,8:42:56,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90340,10/05/2023,8:43:22,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
90341,10/05/2023,8:43:23,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
90342,10/05/2023,8:43:23,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90343,10/05/2023,8:43:25,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
90344,10/05/2023,8:44:47,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
90345,10/05/2023,8:46:06,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90346,10/05/2023,8:46:51,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
90347,10/05/2023,8:46:53,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
90348,10/05/2023,8:46:53,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
90349,10/05/2023,8:47:13,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
90350,10/05/2023,8:47:47,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
90351,10/05/2023,8:48:01,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
90352,10/05/2023,8:48:29,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
90353,10/05/2023,8:48:29,1,3,Astoria,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
90354,10/05/2023,8:49:16,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
90355,10/05/2023,8:49:29,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
90356,10/05/2023,8:50:51,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
90357,10/05/2023,8:50:53,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
90358,10/05/2023,8:50:53,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
90359,10/05/2023,8:50:56,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
90360,10/05/2023,8:50:56,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
90361,10/05/2023,8:51:16,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
90362,10/05/2023,8:51:54,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
90363,10/05/2023,8:52:05,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
90364,10/05/2023,8:52:05,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
90365,10/05/2023,8:52:17,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
90366,10/05/2023,8:52:33,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
90367,10/05/2023,8:52:37,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
90368,10/05/2023,8:52:37,1,3,Astoria,15,9.25,Loose Tea,Green tea,Serenity Green Tea
90369,10/05/2023,8:53:15,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
90370,10/05/2023,8:53:19,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
90371,10/05/2023,8:54:08,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
